Product,Type,Release Date,Process Size (nm),TDP (W),Cores,Freq (MHz),Foundry,Vendor,Benchmark
AMD Ryzen Threadripper 1900X,CPU,2017-08-31,14,125,8,3100,GF,AMD,16955
Intel Core i7-10700F,CPU,2020-04-30,14,65,8,2900,Intel,Intel,16973
AMD EPYC 7232P,CPU,2021-03-15,7,180,8,3700,TSMC,AMD,17017
AMD EPYC 7232P,CPU,2019-08-07,7,120,8,3100,TSMC,AMD,17017
AMD Ryzen 7 4800U,CPU,2020-01-06,7,25,8,1800,TSMC,AMD,17073
Intel Core i5-11400,CPU,2021-03-16,14,65,6,2600,Intel,Intel,17132
Intel Core i7-6950X,CPU,2016-05-31,14,140,10,3000,Intel,Intel,17142
Intel Core i5-11400F,CPU,2021-03-16,14,65,6,2600,Intel,Intel,17213
AMD Ryzen 7 PRO 2700X,CPU,2018-09-19,12,95,8,3600,GF,AMD,17221
Intel Core i7-7820X,CPU,2017-06-26,14,140,8,3600,Intel,Intel,17283
AMD Ryzen 7 2700X,CPU,2018-04-19,12,105,8,3700,GF,AMD,17578
AMD Ryzen 7 2700X,CPU,2019-04-29,12,105,8,3700,GF,AMD,17578
Intel Core i5-11500,CPU,2021-03-16,14,65,6,2700,Intel,Intel,17626
AMD Ryzen 5 3600,CPU,2019-07-07,7,65,6,3600,TSMC,AMD,17822
Intel Core i7-9800X,CPU,2018-10-19,14,165,8,3800,Intel,Intel,18240
Intel Xeon E7-8880 v3,CPU,2015-06-01,22,140,18,2200,Intel,Intel,18244
Intel Xeon E7-8880 v3,CPU,2011-04-03,32,130,18,2400,Intel,Intel,18244
Intel Xeon E7-8880 v3,CPU,2015-06-01,22,150,18,2300,Intel,Intel,18244
Intel Xeon E7-8880 v3,CPU,2015-06-01,22,140,18,2100,Intel,Intel,18244
Intel Xeon E7-8880 v3,CPU,2011-04-03,32,130,18,2000,Intel,Intel,18244
Intel Xeon E7-8880 v3,CPU,2015-06-01,22,165,18,2500,Intel,Intel,18244
AMD Ryzen 5 3600X,CPU,2019-07-07,7,95,6,3800,TSMC,AMD,18285
Intel Core i9-9820X,CPU,2018-10-19,14,165,10,3300,Intel,Intel,18288
Intel Core i5-11600,CPU,2021-03-16,14,65,6,2800,Intel,Intel,18318
AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7,35,8,3100,TSMC,AMD,18550
Intel Core i9-9900KF,CPU,2019-01-08,14,95,8,3600,Intel,Intel,18691
Intel Core i9-9900K,CPU,2018-10-19,14,95,8,3600,Intel,Intel,18716
AMD Ryzen 5 3600XT,CPU,2019-07-07,7,95,6,3800,TSMC,AMD,18780
AMD Ryzen 7 4800HS,CPU,2020-01-06,7,35,8,2900,TSMC,AMD,18864
Intel Xeon Silver 4309Y,CPU,2021-04-06,10,105,8,2800,Intel,Intel,19010
AMD Ryzen 7 4800H,CPU,2020-01-06,7,54,8,2900,TSMC,AMD,19056
Intel Core i7-10700KF,CPU,2020-04-30,14,125,8,3800,Intel,Intel,19143
Intel Core i7-10700K,CPU,2020-04-30,14,125,8,3800,Intel,Intel,19277
AMD Ryzen 9 4900H,CPU,2020-03-16,7,54,8,3300,TSMC,AMD,19339
AMD Ryzen 9 4900HS,CPU,2020-03-07,7,35,8,3000,TSMC,AMD,19425
Intel Core i9-9900KS,CPU,2019-10-28,14,127,8,4000,Intel,Intel,19518
AMD EPYC 7252,CPU,2019-08-07,7,120,8,2800,TSMC,AMD,19550
Intel Core i5-11600KF,CPU,2021-03-16,14,125,6,3900,Intel,Intel,19742
Intel Core i5-11600K,CPU,2021-03-16,14,125,6,3900,Intel,Intel,19781
AMD Ryzen 5 5600G,CPU,2021-04-13,7,65,6,3900,TSMC,AMD,19830
AMD Ryzen 7 4700G,CPU,2020-07-21,7,65,8,3600,TSMC,AMD,20138
Intel Core i9-11900T,CPU,2021-03-16,14,35,8,1500,Intel,Intel,20225
AMD Ryzen 7 4700GE,CPU,2020-07-21,7,35,8,3100,TSMC,AMD,20392
Intel Core i9-10900,CPU,2020-04-30,14,65,10,2800,Intel,Intel,20446
AMD EPYC 7451,CPU,2017-06-29,14,180,24,2300,GF,AMD,20471
AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,7,65,8,3600,TSMC,AMD,20570
Intel Core i7-11700,CPU,2021-03-16,14,65,8,2500,Intel,Intel,20588
AMD Ryzen 7 5800HS,CPU,2021-01-12,7,35,8,2800,TSMC,AMD,20684
AMD EPYC 7262,CPU,2018-06-14,14,170,8,2500,GF,AMD,20827
AMD EPYC 7262,CPU,2019-08-07,7,155,8,3100,TSMC,AMD,20827
Intel Core i9-10900F,CPU,2020-04-30,14,65,10,2800,Intel,Intel,20881
Intel Xeon Silver 4310T,CPU,2021-04-06,10,105,10,2300,Intel,Intel,20973
Intel Xeon Gold 5315Y,CPU,2021-04-06,10,140,8,3200,Intel,Intel,21225
AMD EPYC 7281,CPU,2017-06-29,14,170,16,2100,GF,AMD,21230
Intel Core i9-7900X,CPU,2017-06-26,14,140,10,3300,Intel,Intel,21310
AMD Ryzen 9 5980HS,CPU,2021-01-12,7,35,8,3000,TSMC,AMD,21412
Intel Core i7-11700F,CPU,2021-03-16,14,65,8,2500,Intel,Intel,21447
AMD Ryzen 7 5800H,CPU,2021-01-12,7,54,8,3200,TSMC,AMD,21469
Intel Core i9-9900X,CPU,2018-10-19,14,165,10,3500,Intel,Intel,21868
AMD EPYC 7551,CPU,2017-06-29,14,180,32,2000,GF,AMD,22005
AMD Ryzen Threadripper 1920,CPU,2017-07-29,14,140,12,3200,GF,AMD,22066
AMD Ryzen 5 5600X,CPU,2020-11-05,7,65,6,3700,TSMC,AMD,22088
Intel Xeon Gold 6334,CPU,2021-04-06,10,165,8,3600,Intel,Intel,22160
Intel Xeon Gold 6334,CPU,2021-04-06,10,165,8,2100,Intel,Intel,22160
Intel Core i9-10900X,CPU,2019-10-19,14,165,10,3700,Intel,Intel,22683
AMD Ryzen 7 3700X,CPU,2019-07-07,7,65,8,3600,TSMC,AMD,22716
AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14,180,12,3500,GF,AMD,22903
AMD EPYC 7F32,CPU,2020-04-14,7,180,8,3700,TSMC,AMD,23026
Intel Core i9-10850K,CPU,2020-07-27,14,125,10,3600,Intel,Intel,23055
Intel Core i9-10850K,CPU,2020-04-30,14,65,10,2700,Intel,Intel,23055
Intel Core i9-11900,CPU,2021-03-16,14,65,8,2500,Intel,Intel,23117
AMD Ryzen 9 5900HX,CPU,2021-01-12,7,45,8,3300,TSMC,AMD,23160
AMD Ryzen 7 3800X,CPU,2019-07-07,7,105,8,3900,TSMC,AMD,23275
Intel Core i9-7920X,CPU,2017-09-10,14,140,12,2900,Intel,Intel,23292
Intel Core i9-10900KF,CPU,2020-04-30,14,125,10,3700,Intel,Intel,23508
AMD EPYC 7351,CPU,2017-06-29,14,170,16,2400,GF,AMD,23566
Intel Xeon Silver 4310,CPU,2021-04-06,10,120,12,2100,Intel,Intel,23589
Intel Core i9-10900K,CPU,2020-04-30,14,125,10,3700,Intel,Intel,23768
Intel Core i9-11900F,CPU,2021-03-16,14,65,8,2500,Intel,Intel,23814
AMD Ryzen 7 3800XT,CPU,2020-07-07,7,105,8,3800,TSMC,AMD,23815
Intel Core i7-11700KF,CPU,2021-03-16,14,125,8,3600,Intel,Intel,24147
AMD Ryzen 7 5700G,CPU,2021-04-13,7,65,8,3800,TSMC,AMD,24545
Intel Core i7-11700K,CPU,2021-03-16,14,125,8,3600,Intel,Intel,24749
AMD EPYC 7501,CPU,2017-06-29,14,170,32,2000,GF,AMD,24925
AMD Ryzen Threadripper 2920X,CPU,2018-10-03,12,180,12,3500,GF,AMD,25203
Intel Core i9-9920X,CPU,2018-10-19,14,165,12,3500,Intel,Intel,25291
Intel Core i9-11900KF,CPU,2021-03-16,14,125,8,3500,Intel,Intel,25390
AMD EPYC 7351P,CPU,2017-06-29,14,170,16,2400,GF,AMD,25484
Intel Core i9-11900K,CPU,2021-03-16,14,125,8,3500,Intel,Intel,25539
Intel Xeon Gold 5318Y,CPU,2021-04-06,10,150,24,2100,Intel,Intel,26400
Intel Xeon Gold 5318Y,CPU,2021-04-06,10,185,24,2200,Intel,Intel,26400
Intel Xeon Gold 5318Y,CPU,2021-04-06,10,165,24,2100,Intel,Intel,26400
Intel Xeon Gold 5318Y,CPU,2021-04-06,10,165,24,2100,Intel,Intel,26400
Intel Xeon Gold 5318Y,CPU,2021-04-06,14,150,24,2500,Intel,Intel,26400
Intel Xeon Gold 5318Y,CPU,2021-04-06,14,150,24,2400,Intel,Intel,26400
AMD EPYC 7272,CPU,2019-08-07,7,120,12,2600,TSMC,AMD,26446
Intel Core i9-7940X,CPU,2017-09-01,14,165,14,3100,Intel,Intel,26508
Intel Xeon Platinum 8175M,CPU,2017-07-11,14,205,24,2500,Intel,Intel,26659
Intel Core i9-10920X,CPU,2019-10-19,14,165,12,3500,Intel,Intel,26696
Intel Core i9-7960X,CPU,2017-09-01,14,165,16,2800,Intel,Intel,26699
Intel Xeon W-2195,CPU,2017-09-29,14,140,18,2300,Intel,Intel,27325
AMD Ryzen Threadripper 1950X,CPU,2017-07-29,14,180,16,3200,GF,AMD,28037
AMD Ryzen Threadripper 1950X,CPU,2017-08-10,14,180,16,3400,GF,AMD,28037
AMD Ryzen Threadripper 1950X,CPU,2017-07-29,14,180,16,3500,GF,AMD,28037
AMD Ryzen Threadripper 1950X,CPU,2017-07-29,14,180,16,3200,GF,AMD,28037
AMD EPYC 7401P,CPU,2017-06-29,14,170,24,2000,GF,AMD,28271
AMD EPYC 7401P,CPU,2017-06-29,14,170,24,2000,GF,AMD,28271
AMD Ryzen 7 5800X,CPU,2020-11-05,7,105,8,3800,TSMC,AMD,28368
Intel Core i9-9940X,CPU,2018-10-19,14,165,14,3300,Intel,Intel,28411
Intel Xeon Gold 5317,CPU,2021-04-06,10,150,12,2300,Intel,Intel,28580
Intel Xeon Gold 5317,CPU,2021-04-06,10,150,12,3000,Intel,Intel,28580
Intel Core i9-10940X,CPU,2019-10-19,14,165,14,3300,Intel,Intel,28619
Intel Xeon Gold 6154,CPU,2017-07-11,14,200,18,3000,Intel,Intel,28848
Intel Core i9-7980XE,CPU,2017-09-01,14,165,18,2600,Intel,Intel,29842
AMD Ryzen Threadripper 2950X,CPU,2018-08-13,12,180,16,3500,GF,AMD,29981
Intel Xeon Silver 4314,CPU,2021-04-06,10,135,16,2400,Intel,Intel,30043
Intel Xeon Platinum 8268,CPU,2018-12-11,14,205,24,2900,Intel,Intel,30103
Intel Core i9-9990XE,CPU,2018-10-19,14,255,14,4000,Intel,Intel,30162
AMD EPYC 7551P,CPU,2017-06-29,14,180,32,2000,GF,AMD,30313
AMD Ryzen Threadripper 2970WX,CPU,2018-10-02,12,250,24,3000,GF,AMD,30433
Intel Core i9-9960X,CPU,2018-10-19,14,165,16,3100,Intel,Intel,30655
AMD EPYC 7371,CPU,2018-11-16,14,170,16,3100,GF,AMD,31094
Intel Xeon Platinum 8259CL,CPU,2018-12-11,14,125,24,2200,Intel,Intel,31500
Intel Xeon Platinum 8259CL,CPU,2018-12-11,14,105,24,3800,Intel,Intel,31500
AMD EPYC 7282,CPU,2019-08-07,7,120,16,2800,TSMC,AMD,31631
Intel Core i9-9980XE,CPU,2018-10-19,14,165,18,3000,Intel,Intel,31905
AMD Ryzen Threadripper 2990WX,CPU,2018-08-13,12,250,32,3000,GF,AMD,32475
AMD EPYC 7302P,CPU,2019-08-07,7,155,16,3000,TSMC,AMD,32480
AMD Ryzen 9 3900X,CPU,2019-07-07,7,105,12,3800,TSMC,AMD,32751
AMD Ryzen 9 3900XT,CPU,2020-07-07,7,105,12,3900,TSMC,AMD,32869
AMD EPYC 7302,CPU,2019-08-07,7,155,16,3000,TSMC,AMD,33015
Intel Core i9-10980XE,CPU,2019-10-19,14,165,18,3000,Intel,Intel,33408
Intel Core i9-10980XE,CPU,NaT,14,380,18,4000,Intel,Intel,33408
AMD Ryzen Threadripper PRO 3945WX,CPU,2020-07-14,7,280,12,4000,TSMC,AMD,33417
Intel Xeon Platinum 8260M,CPU,2018-12-11,14,165,24,2400,Intel,Intel,33970
Intel Xeon Platinum 8260M,CPU,2018-12-11,14,165,24,2400,Intel,Intel,33970
Intel Xeon Gold 6326,CPU,2021-04-06,10,185,16,2900,Intel,Intel,35328
Intel Xeon Gold 6326,CPU,2021-04-06,14,165,16,2800,Intel,Intel,35328
Intel Xeon W-3175X,CPU,2018-12-19,14,255,28,3100,Intel,Intel,37167
Intel Xeon Silver 4316,CPU,2021-04-06,10,150,20,2300,Intel,Intel,37264
Intel Xeon Platinum 8280,CPU,2018-12-11,14,205,28,2700,Intel,Intel,37575
Intel Xeon Platinum 8280,CPU,2018-12-11,14,205,28,2700,Intel,Intel,37575
Intel Xeon Gold 6346,CPU,2021-04-06,10,205,16,3100,Intel,Intel,37606
AMD Ryzen 9 3950X,CPU,2019-11-14,7,105,16,3500,TSMC,AMD,39157
AMD Ryzen 9 5900X,CPU,2020-11-05,7,105,12,3700,TSMC,AMD,39457
AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7,280,16,3900,TSMC,AMD,40225
AMD EPYC 7352,CPU,2019-08-07,7,155,24,2400,TSMC,AMD,40472
AMD EPYC 7313,CPU,2021-03-15,7,155,16,3000,TSMC,AMD,40575
Intel Xeon Platinum 8275CL,CPU,2018-12-11,14,205,24,2700,Intel,Intel,40794
Intel Xeon Platinum 8275CL,CPU,2018-12-11,14,165,24,2200,Intel,Intel,40794
AMD EPYC 7313P,CPU,2021-03-15,7,155,16,3000,TSMC,AMD,40879
AMD EPYC 7F52,CPU,2020-04-14,7,155,16,3500,TSMC,AMD,40951
Intel Xeon Gold 6354,CPU,2021-04-06,10,205,18,3000,Intel,Intel,41434
AMD EPYC 7402P,CPU,2019-08-07,7,180,24,2800,TSMC,AMD,41741
AMD EPYC 7452,CPU,2019-08-07,7,155,32,2200,TSMC,AMD,41871
AMD EPYC 7601,CPU,2017-06-29,14,180,32,2200,GF,AMD,42244
Intel Xeon Gold 6330,CPU,2021-04-06,14,150,28,2000,Intel,Intel,43056
Intel Xeon Gold 6330,CPU,2021-04-06,10,185,28,2200,Intel,Intel,43056
Intel Xeon Gold 6330,CPU,2021-04-06,10,205,28,2000,Intel,Intel,43056
Intel Xeon Gold 6312U,CPU,2021-04-06,10,185,24,2400,Intel,Intel,43745
Intel Xeon Gold 6336Y,CPU,2021-04-06,10,185,24,2400,Intel,Intel,45517
AMD EPYC 7713P,CPU,2021-03-15,7,225,64,2000,TSMC,AMD,45860
AMD EPYC 7343,CPU,2021-03-15,7,190,16,3200,TSMC,AMD,45882
AMD EPYC 73F3,CPU,2021-03-15,7,240,16,3500,TSMC,AMD,46085
AMD Ryzen 9 5950X,CPU,2020-11-05,7,105,16,3400,TSMC,AMD,46195
AMD EPYC 7413,CPU,2021-03-15,7,180,24,2650,TSMC,AMD,46295
Intel Xeon Gold 6342,CPU,2021-04-06,10,230,24,2800,Intel,Intel,48330
AMD EPYC 7502P,CPU,2019-08-07,7,180,32,2500,TSMC,AMD,48995
AMD EPYC 7502,CPU,2019-08-07,7,180,32,2500,TSMC,AMD,49177
AMD EPYC 7402,CPU,2019-08-07,7,180,24,2800,TSMC,AMD,51368
Intel Xeon Platinum 8375C,CPU,2021-04-06,14,205,32,2600,Intel,Intel,51836
Intel Xeon Gold 6348,CPU,2021-04-06,10,235,28,2600,Intel,Intel,53112
Intel Xeon Gold 6348,CPU,2021-04-06,14,165,28,2300,Intel,Intel,53112
AMD EPYC 7453,CPU,2021-03-15,7,225,28,2750,TSMC,AMD,53511
Intel Xeon Platinum 8358,CPU,2021-04-06,14,190,32,3900,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,250,32,2600,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,205,32,2200,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,195,32,2500,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,14,225,32,3000,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,240,32,2600,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,14,205,32,3100,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,250,32,2400,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,14,150,32,2500,Intel,Intel,54416
Intel Xeon Platinum 8358,CPU,2021-04-06,10,270,32,2400,Intel,Intel,54416
AMD Ryzen Threadripper 3960X,CPU,2019-11-25,7,280,24,3800,TSMC,AMD,54757
AMD EPYC 7543,CPU,2021-03-15,7,225,32,2800,TSMC,AMD,56562
AMD EPYC 7542,CPU,2019-08-07,7,225,32,2900,TSMC,AMD,56728
AMD EPYC 7542,CPU,2019-08-07,7,200,32,2200,TSMC,AMD,56728
AMD EPYC 7443P,CPU,2021-03-15,7,200,24,2850,TSMC,AMD,57666
AMD EPYC 7443P,CPU,2021-03-15,7,200,24,2850,TSMC,AMD,57666
AMD EPYC 7513,CPU,2021-03-15,7,200,32,2600,TSMC,AMD,59732
AMD EPYC 74F3,CPU,2021-03-15,7,240,24,2800,TSMC,AMD,60948
AMD EPYC 7702P,CPU,2019-08-07,7,200,64,2000,TSMC,AMD,61689
Intel Xeon Platinum 8380,CPU,2021-04-06,10,270,40,2300,Intel,Intel,62317
Intel Xeon Platinum 8380,CPU,2021-04-06,14,250,40,2900,Intel,Intel,62317
AMD Ryzen Threadripper PRO 3975WX,CPU,2020-07-14,7,280,32,3500,TSMC,AMD,63495
AMD Ryzen Threadripper 3970X,CPU,2019-11-25,7,280,32,3700,TSMC,AMD,63835
AMD EPYC 7543P,CPU,2021-03-15,7,225,32,2800,TSMC,AMD,67144
AMD EPYC 7642,CPU,2019-08-07,7,225,48,2400,TSMC,AMD,67748
AMD EPYC 75F3,CPU,2021-03-15,7,280,32,2950,TSMC,AMD,68505
AMD EPYC 7742,CPU,2019-08-07,7,225,64,2250,TSMC,AMD,68749
AMD EPYC 7662,CPU,2021-03-15,7,240,64,2000,TSMC,AMD,71576
AMD EPYC 7702,CPU,2019-08-07,7,200,64,2000,TSMC,AMD,71646
AMD EPYC 7643,CPU,2021-03-15,7,225,48,2300,TSMC,AMD,76455
AMD Ryzen Threadripper 3990X,CPU,2019-11-14,7,280,64,3500,TSMC,AMD,81568
AMD Ryzen Threadripper 3990X,CPU,2020-02-07,7,280,64,2900,TSMC,AMD,81568
AMD Ryzen Threadripper PRO 3995WX,CPU,2020-07-14,7,280,64,2700,TSMC,AMD,83971
AMD EPYC 7713,CPU,2021-03-15,7,225,64,2000,TSMC,AMD,85861
AMD EPYC 7763,CPU,2021-03-15,7,280,64,2450,TSMC,AMD,88338
